id,skillLevelId,content
451,103,Maintains integrity of records to support and satisfy audit trails.
452,103,Identifies typical risk indicators and explains prevention measures.
453,104,"Contributes to planning and executing of risk-based audit of existing and planned processes, products, systems and services."
454,104,Identifies and documents risks in detail.
455,104,Identifies the root cause of issues during an audit and communicates these effectively as risk insights.
456,104,Collates evidence regarding the interpretation and implementation of control measures.
457,104,"Prepares and communicates reports to stakeholders, providing a factual basis for findings."
458,105,"Plans, organises and conducts audits of complex domains areas, cross-functional areas and across the supply chain."
459,105,Confirms the scope and objectives of specific audit activities with management.
460,105,Aligns with the scope of the audit programme and organisational policies.
461,105,Determines appropriate methods of investigation to achieve the audit objectives.
462,105,Presents audit findings to management describing the effectiveness and efficiency of control mechanisms.
463,105,Provides general and specific audit advice.
464,105,Collaborates with professionals in related specialisms to develop and integrate findings.
465,106,Leads and manages complex audits and programmes of audit activity.
466,106,Obtains and manages appropriate specialist expertise to contribute highly specialised technical knowledge and experience.
467,106,"Develops organisational policies, standards and guidelines for the conduct of audits."
468,106,Ensures the objectivity and impartiality of the audit process.
469,106,Identifies areas of risk and specifies audit programmes.
470,106,Ensures audit coverage is sufficient to provide the business with assurance of adequacy and integrity.
471,106,Authorises the issue of formal reports to management on the effectiveness and efficiency of control mechanisms.
472,107,"Directs the definition and implementation of the organisation's audit function, and oversees its communication to stakeholders."
473,107,"Defines audit strategy, plans audit cycles and ensures appropriate coverage across the organisation."
474,107,Ensures the audit function adds value.
475,107,Liaises with stakeholders to ensure audit coverage is relevant and understood.
476,107,Directs use of risk analysis to identify areas for review.
477,107,Ensures appropriate resources are available to deliver organisational requirements for audits.
478,107,"Reports to the most senior level on findings, relevance and recommendations for improvement of audit activity."
479,108,Assists with quality management tasks under routine supervision.
480,108,"Supports the development, maintenance and distribution of quality standards."
481,108,Helps document and track updates to quality management processes and standards.
482,109,"Uses appropriate methods and a systematic approach to developing, maintaining, controlling and distributing quality and environmental standards."
483,109,Makes technical changes to and controls the updates and distribution of quality standards.
484,109,Distributes new and revised standards.
485,110,Assists in the development of new or improved practices and organisational processes or standards.
486,110,"Assists projects, functions or teams in planning the quality management for their area of responsibility."
487,110,Facilitates localised improvements to the quality system or services.
488,111,"Ensures projects, teams and functions have appropriate practices in place and are meeting required organisational quality levels."
489,111,Advises on the application of appropriate quality management techniques and standards.
490,111,Determines areas where existing processes should change after analysing audit findings.
491,111,"Facilitates improvements to processes by changing approaches and working practices, typically using recognised models."
492,111,Takes responsibility for controlling updating and distributing organisational standards.
493,112,"Achieves and maintains compliance against national and international standards, as appropriate."
494,112,"Prioritises areas for quality improvement by considering strategy, business objectives and results from internal and external audits."
495,112,Initiates the application of appropriate quality management techniques in these areas.
496,112,"Initiates improvements to processes by changing approaches and working practices, typically using recognised models."
497,112,Identifies and plans systematic corrective action to reduce errors and improve the quality of the systems and services.
498,113,Determines the quality strategy and secures commitment from executive leadership.
499,113,Develops policies for approval and adoption by organisational management.
500,113,"Ensures adequate technology, procedures and resources are in place to support the quality system."
501,113,Plans and monitors the performance of the quality management system and the internal quality audit schedule.
502,113,Determines the extent to which quality policies and quality systems meet organisational needs and reviews as necessary.
503,114,Assists with quality assurance tasks under routine supervision.
504,114,Supports the collection of data and evidence related to quality assurance.
505,114,Assists in reviewing records to ensure compliance with quality standards.
506,114,Helps identify and report quality issues and discrepancies.
507,115,Contributes to the collection of evidence and the conduct of formal audits or reviews of activities.
508,115,Examines records for evidence that appropriate testing and other quality control activities have taken place.
509,115,"Determines compliance with organisational directives, standards and procedures and identifies non-compliances, non-conformances and abnormal occurrences."
510,116,"Plans, organises and conducts assessment activity and determines whether appropriate quality control has been applied."
511,116,"Conducts formal assessments or reviews for given domain areas, suppliers or parts of the supply chain."
512,116,"Collates, collects and examines records, analyses the evidence and drafts all or part of formal compliance reports."
513,116,Determines the risks associated with findings and non-compliance and proposes corrective actions.
514,116,Provides advice and guidance in the use of organisational standards.
515,117,"Plans, organises and conducts formal reviews and assessments of complex domains areas, cross-functional areas and across the supply chain."
516,117,"Evaluates, appraises and identifies non-compliances with organisational standards and determines the underlying reasons for non-compliance."
517,117,Prepares and reports on assessment findings and associated risks.
518,117,Ensures appropriate owners for corrective actions are identified.
519,117,Identifies opportunities to improve organisational control mechanisms.
520,117,"Oversees the assurance activities of others, providing advice and expertise to support assurance activity."
521,118,"Leads, develops and is accountable for an organisational approach and commitment to quality assurance."
522,118,"Ensures quality assurance processes and activities are robust and reliable, and appropriately tailored to the organisation’s quality objectives."
523,118,"Plans and resources the organisational quality assurance activities, using internal or third-party resources."
524,118,"Considers the implications of emerging technology, approaches, trends, regulations and legislation."
525,118,"Monitors and reports on quality assurance activities, levels of compliance and improvement opportunities."
526,119,Takes responsibility for specific elements of a consulting engagement within a defined scope.
527,119,Collaborates with clients as part of formal or informal consultancy engagements.
528,119,Understands client requirements by collecting data and delivering analysis.
529,119,Ensures proposed solutions are correctly understood and effectively applied.
530,119,"Supports the broader consultancy engagement by contributing insights and assisting with problem-solving, always within the established boundaries of responsibility."
531,120,"Takes full responsibility for understanding client requirements including data collection, analysis and resolving issues."
532,120,Manages the scope and delivery of consultancy engagements to meet agreed objectives.
533,120,"Identifies, evaluates and recommends options."
534,120,"Collaborates with, and facilitates, stakeholder groups, as part of formal or informal consultancy agreements."
535,120,Seeks to fully address client needs and implements solutions if required.
536,120,Enhances the capabilities and effectiveness of clients by ensuring proposed solutions are fully understood and appropriately exploited.
537,121,Leads and manages the provision of consultancy services and/or a team of consultants.
538,121,Provides expert advice and guidance in own areas of expertise to both consultants and clients.
539,121,"Engages with clients at a strategic level, establishing consultancy agreements or contracts and maintaining long-term relationships."
540,121,"Manages the completion of engagements, ensuring strategic alignment with client needs and overseeing the transition from consultancy delivery to operational adoption."
541,121,Oversees the development and delivery of consultancy services within the agreed strategic framework.
542,122,Directs the strategic direction and operations of a significant consultancy practice.
543,122,Engages with key stakeholders at the highest levels to ensure consultancy services drive strategic outcomes.
544,122,"Manages overall client relationships and the development of long-term consultancy partnerships, maintaining high standards of service delivery and ethical practice."
545,122,"Oversees practice development, proposals, sales, account management and the delivery of consultancy services across diverse topics."
546,123,"Provides detailed and specific advice to support the organisation's planning and operations, typically related to the immediate area of responsibility."
547,123,Actively maintains recognised expert level knowledge in one or more identifiable specialisms.
548,123,Recognises and identifies the boundaries of their own specialist knowledge.
549,123,"Where appropriate, collaborates with other specialists to ensure advice given is professionally sound and appropriate to the organisation's needs."
550,124,Provides professional advice that informs operational leadership and influences the translation of strategy into operations in their specialist area.
551,124,Oversees the provision of specialist advice by others.
552,124,"Consolidates expertise from multiple sources, including third-party experts, to provide coherent and professionally sound advice to further organisational objectives."
553,124,Supports and promotes the development and sharing of specialist knowledge within the organisation.
554,125,"Leads and promotes the development and application of specialist knowledge across the organisation, delivering professional advice that shapes direction and high-level decisions."
555,125,Maintains a network of recognised experts (inside and/or outside the organisation) who can deliver expert advice in relevant areas.
556,125,Actively influences professional development planning across a significant part of the organisation to further the development of appropriate expertise and provision of high-quality professional advice.
557,126,Provide routine support using agreed guidelines on the use of well-established methods and tools.
558,126,Assists in configuring and maintaining methods and tools under routine supervision.
559,126,Supports the creation and updating of documentation related to methods and tools.
560,127,Provides support on the use of existing methods and tools.
561,127,Configures and maintains methods and tools within a known context.
562,127,Creates and updates the documentation of methods and tools.
563,127,Identifies and resolves basic issues related to tool usage.
564,128,Engages with stakeholders to understand requirements and recommends appropriate solutions.
565,128,Provides advice and guidance to support the adoption of methods and tools and adherence to policies and standards.
566,128,Tailors processes to meet specific needs while ensuring they align with established standards and are informed by evaluations of methods and tools.
567,128,Reviews and improves usage and application of methods and tools.
568,129,Provides authoritative advice and leadership to promote adoption of methods and tools and adherence to policies and standards.
569,129,Evaluates and selects appropriate methods and tools in line with agreed policies and standards.
570,129,"Contributes to organisational policies, standards and guidelines for methods and tools."
571,129,"Implements methods and tools at programme, project and team levels including selection and tailoring in line with agreed standards."
572,129,Manages reviews of the benefits and value of methods and tools.
573,129,Identifies and recommends improvements that support broader organisational goals.
574,130,"Develops organisational policies, standards and guidelines for methods and tools."
575,130,"Sets direction and leads in the introduction and use of techniques, methodologies and tools, to meet business requirements."
576,130,Leads the development of organisational capabilities for methods and tools to ensure consistent adoption and adherence to policies and standards.
577,130,Secures organisational commitment and resources to methods and tools.
578,130,Drives continuous improvement and innovation in methods and tools.
579,131,Ensures programme/project leads and/or service owners adhere to the agreed portfolio management and governance frameworks.
580,131,Explains what information is needed and ensures they provide this information to agreed targets of timelines and accuracy.
581,131,"Produces reports as appropriate for portfolio governance, including making recommendations for changes to the portfolio."
582,132,Engages and influences senior managers to ensure the portfolio will deliver the agreed business objectives.
583,132,"Leads the definition, planning, scheduling and monitoring of portfolio activities, ensuring alignment with governance standards."
584,132,Ensures each portfolio component contributes to the overall objectives.
585,132,"Identifies and addresses portfolio-related issues, recommending and monitoring corrective actions."
586,132,"Collects and summarises portfolio measures, reporting on status and ensuring compliance with governance frameworks."
587,133,"Authorises the structure of portfolios and aligns the portfolio with strategies, objectives, governance frameworks and emerging opportunities."
588,133,"Leads the definition, implementation and review of the organisation’s portfolio management framework."
589,133,Sets parameters for the prioritisation of resources and the changes to be implemented.
590,133,Recommends and implements corrective action by engaging and influencing senior management.
591,133,Leads the on-going monitoring and review of portfolios for impact on current business activities and the strategic benefits to be realised.
592,133,Implements portfolio governance arrangements and effective reporting.
593,134,"Plans, directs and co-ordinates activities to manage and implement a programme from initiation to final transition into operational, business-as-usual management."
594,134,"Plans, schedules, monitors and reports on programme-related activities."
595,134,Establishes and maintains appropriate and effective governance and risk management frameworks.
596,134,Ensures comprehensive reporting and communication policies are in place and followed.
597,134,Maintains an awareness of current technical developments that may provide opportunities to the programmes.
598,134,Ensures programmes are managed to realise agreed business benefits within agreed timescales.
599,135,"Sets organisational strategy governing programme management, including the application of appropriate methodologies."
600,135,"Plans, directs and co-ordinates activities to manage and implement complex programmes from initiation to full integration with operational, business-as-usual management."
601,135,Aligns programme objectives with business goals and authorises related projects and activities.
602,135,"Plans, schedules, monitors and reports on programme activities, supported by comprehensive reporting and communication strategies."
603,135,Ensures governance and risk management frameworks are in place to support strategic decision-making and programme execution.
604,136,"Defines, documents and executes small projects or sub-projects."
605,136,"Works independently or with a small team, actively participating in all project phases."
606,136,Applies appropriate project management methods and tools.
607,136,"Identifies, assesses and manages risks effectively."
608,136,"Prepares realistic project plans ((including scope, schedule, quality, risk and communication plans), ensuring stakeholder involvement and alignment with organisational governance standards."
609,136,"Tracks activities against the project schedule, managing stakeholder involvement as appropriate."
610,136,"Monitors costs, times, quality and resources used."
611,136,Takes action where these exceed agreed tolerances.
612,137,"Takes full responsibility for the definition, approach, facilitation and satisfactory completion of medium-scale projects."
613,137,"Provides effective leadership to the project team, adopting suitable project management methods and tools."
614,137,"Manages change control processes and assesses risks, ensuring projects align with governance frameworks and business priorities."
615,137,"Communicates regularly with stakeholders, ensuring project deliverables meet agreed standards, budgets and timelines."
616,137,Ensures project and product quality reviews occur on schedule and according to procedure.
617,137,"Proactively monitors performance metrics, implementing preventive and corrective actions as needed."
618,138,"Takes full responsibility for the definition, documentation and successful completion of complex projects."
619,138,Adopts and adapts project management methods and tools suited to the project's needs.
620,138,"Ensures effective monitoring and control of resources, budgets and timelines."
621,138,Integrates robust risk management within governance frameworks to align decisions with the organisation’s risk appetite and standards.
622,138,"Manages expectations of key stakeholders, ensuring all activities align with organisational goals, deliver agreed outcomes and provide business value."
623,139,"Sets organisational strategy governing the direction and conduct of project management, ensuring projects align with strategic objectives and governance frameworks."
624,139,Authorises the management of large-scale projects.
625,139,"Leads project planning, scheduling, controlling and reporting activities for strategic, high impact, high risk projects."
626,139,Oversees the selection and application of project methodologies.
627,139,"Directs the approach to risk management for projects, ensuring risks and issues are managed in line with organisational policies."
628,139,Ensures projects deliver their intended benefits and contribute to long-term goals.
629,140,"Assists with the compilation of reports for projects, programmes, or portfolios."
630,140,Maintains programme and project files from supplied actual and forecast data.
631,140,"Works under supervision to support the administrative needs of project teams, contributing to routine project activities."
632,141,"Provides foundational support for projects, programmes, or portfolios."
633,141,"Assists with planning, scheduling, tracking and reporting using established tools and processes."
634,141,Follows recommended solutions to ensure accurate documentation and communication of project progress.
635,141,"Collaborates closely with project teams and stakeholders, gathering updates and information to maintain project records and ensure alignment with project objectives."
636,141,"Participates in project boards, assurance teams and quality review meetings when necessary."
637,142,"Supports programme or project control boards, project assurance teams and quality review meetings."
638,142,Takes responsibility for the provision of support services to projects.
639,142,"Uses project control solutions for planning, scheduling and tracking."
640,142,"Sets up and provides guidance on project management software, procedures, processes, tools and techniques."
641,142,Provides basic guidance on project proposals.
642,142,"May provide views across projects on topics such as risk, quality, finance, or configuration management."
643,142,"Works closely with project boards and review meetings, contributing actively to discussions and decisions."
644,143,"Takes responsibility for the provision of portfolio, programme and project support."
645,143,"Advises on the available standards, procedures, methods, tools and techniques."
646,143,Evaluates project and/or programme performance and recommends changes where necessary.
647,143,Contributes to reviews and audits of project and programme management to ensure conformance to standards.
648,144,"Leads implementation and delivery of portfolio, programme and project office services."
649,144,"Defines the approach/policy and sets standards for the support provided for managing and monitoring portfolios, programmes, and projects."
650,144,Manages resources to ensure delivery of effective services/resources in line with current and planned demand.
651,144,"Reviews and improves the delivery portfolio, programme and project office services."
652,145,"Manages the routine delivery of small products or services, or specific parts of a larger product or service."
653,145,"Follows delivery methodologies, tools, and quality processes."
654,145,Monitors the team’s adherence to these practices.
655,145,Coordinates team planning processes based on the established priorities of work items.
656,145,"Tracks and reports on delivery progress, risks and issues."
657,145,"Supports a collaborative and productive working environment, demonstrating appropriate behaviours."
658,145,Contributes to continuous improvement of delivery processes within the team.
659,146,Manages the delivery of products or services for small to medium-sized initiatives.
660,146,Applies appropriate delivery methodologies and tools.
661,146,"Establishes and leads delivery teams, creating a collaborative and productive working environment."
662,146,"Manages the prioritisation of work items, leads iteration planning processes and ensures value is delivered incrementally throughout the delivery cycle."
663,146,"Communicates delivery progress, risks and issues to stakeholders."
664,146,Ensures the quality of deliverables.
665,146,Participates in reviews and contributes to the continuous improvement of delivery processes within the scope of the team or initiative.
666,147,Leads delivery of products or services for large or complex initiatives.
667,147,Adapts delivery approaches based on the context and complexity of the initiative.
668,147,Provides leadership and guidance to multiple delivery teams.
669,147,Collaborates with stakeholders to align delivery objectives with business goals.
670,147,"Proactively manages risks, dependencies and changes that may impact delivery."
671,147,Ensures optimal allocation of resources and skills across teams.
672,147,"Monitors key delivery metrics, ensuring transparency and visibility."
673,147,Drives the continuous improvement of delivery processes and practices across the organisation.
674,148,Defines and oversees the delivery strategy for multiple products or services.
675,148,Aligns delivery strategy with organisational goals and customer needs.
676,148,Ensures effective allocation of resources and budget.
677,148,"Monitors and reports on performance of product and service delivery, ensuring alignment with objectives."
678,148,Identifies and mitigates systemic risks and issues.
679,148,Sets the direction and standards for delivery management across the organisation.
680,148,Leads the development of a culture focused on continuous improvement and customer-centricity.
681,149,"Assists in investigating business situations to help identify and analyse problems and opportunities, under routine supervision."
682,149,Helps collect and organise data and information to support recommendations.
683,150,Investigates straightforward business situations to identify and analyse problems and opportunities.
684,150,Contributes to the recommendation of improvements.
685,150,"Follows agreed standards and techniques to investigate, analyse and document business situations."
686,150,Engages with stakeholders under direction.
687,151,Investigates business situations where there is some complexity and ambiguity.
688,151,Adopts holistic view to identify and analyse problems and opportunities.
689,151,Contributes to the selection of the approach and techniques to be used for business situation analysis.
690,151,Conducts root cause analysis and identifies recommendations for improvements.
691,151,Engages and collaborates with operational stakeholders.
692,152,"Plans, manages and investigates business situation analysis where there is significant ambiguity and complexity."
693,152,Advises on the approach and techniques to be used for business situation analysis.
694,152,Ensures holistic view adopted to identify and analyse wide-ranging problems and opportunities.
695,152,"Engages and collaborates with a wide range of stakeholders, including those at the management level."
696,152,Gains agreement from stakeholders to conclusions and recommendations.
697,152,Contributes to definition of organisational standards and guidelines for business situation analysis.
698,153,"Initiates and leads business situation analysis where there is extensive ambiguity, complexity and potentially significant organisational impacts."
699,153,Establishes and promotes the need for holistic business situation analysis prior to change programme initiation.
700,153,Engages with stakeholders at executive level and advises on recommended change initiatives.
701,153,"Defines organisational policies, standards and techniques for business situation analysis."
702,154,Assists in feasibility assessment tasks under routine supervision.
703,154,Helps gather information required for feasibility assessments.
704,154,Supports the identification and documentation of options for business change.
705,155,Supports option identification and feasibility assessment.
706,155,Selects and employs standard techniques to get the information required for feasibility assessment.
707,155,"Supports identification of tangible costs and benefits, and development of business cases."
708,156,Selects relevant feasibility assessment approaches and techniques.
709,156,Identifies the range of possible options.
710,156,Undertakes short-listing of options and feasibility assessment.
711,156,Engages with internal and external stakeholders to get the information required for feasibility assessment.
712,156,"Supports preparation of business cases including cost/benefit, impact and risk analysis for each option."
713,157,Manages investigative work to enable feasibility assessments.
714,157,Collaborates with stakeholders and specialists to get the information required for feasibility assessment.
715,157,Advises on the selection of feasibility assessment approaches and techniques relevant to the business situation and options.
716,157,"Prepares business cases, including cost/benefit, impact and risk analysis for each option."
717,158,Establishes an organisational framework and standards for feasibility assessment and business case development.
718,158,Directs and leads feasibility assessments for initiatives that will have a significant impact on the organisation.
719,158,Engages with senior stakeholders to clarify the strategic context for investment options.
720,158,Directs and leads the selection of feasibility assessment approaches and techniques that are relevant to the business situation and options.
721,158,Presents feasibility assessments and business cases to senior stakeholders and supports decision-making regarding investment options.
722,159,"Uses standard techniques to elicit, specify and document requirements for simple subject areas with clearly-defined boundaries."
723,159,Assists in the definition and management of requirements.
724,159,Assists in the creation of a requirements baseline/backlog.
725,159,Assists in investigating and applying changes to requirements.
726,160,"Defines and manages scoping, requirements definition and prioritisation activities for small-scale changes and assists with more complex change initiatives."
727,160,Follows agreed standards and applies appropriate techniques to elicit and document detailed requirements.
728,160,Provides constructive challenge to stakeholders as required.
729,160,Reviews requirements for errors and omissions.
730,160,Prioritises requirements and documents traceability to source.
731,160,Provides input to the requirements baseline/backlog.
732,160,"Investigates, manages and applies requests for changes to requirements, in line with change management policy."
733,161,"Defines and manages scoping, requirements definition and prioritisation activities for initiatives of medium size and complexity."
734,161,Contributes to selecting the requirements approach.
735,161,"Facilitates input from stakeholders, provides constructive challenge and enables effective prioritisation of requirements."
736,161,"Establishes requirements baselines or backlogs, obtains appropriate agreement to requirements and ensures traceability to source."
737,162,"Plans and drives scoping, requirements definition and prioritisation activities for large, complex initiatives."
738,162,"Selects, adopts and adapts appropriate requirements definition and management methods, tools and techniques."
739,162,Contributes to the development of organisational methods and standards for requirements management.
740,162,Obtains input and agreement to requirements from a diverse range of stakeholders.
741,162,Negotiates with stakeholders to manage competing priorities and conflicts.
742,162,Establishes requirements baselines or backlogs.
743,162,Ensures changes to requirements are investigated and managed.
744,163,Champions the importance and value of requirements management principles and selecting effective requirements management lifecycle models.
745,163,"Develops organisational policies, standards and guidelines for requirements definition and management."
746,163,"Plans and leads scoping, requirements definition and priority setting for complex, strategic programmes."
747,163,"Drives adoption of, and adherence to, policies and standards."
748,163,Develops new methods and organisational capabilities for requirements management.
749,164,"Assists in creating models for simple, well-defined business scenarios under guidance."
750,164,"Uses established techniques, as directed, to model simple subject areas with clearly-defined boundaries."
751,164,Supports more complex modelling activities under the guidance of others by organising information and helping to apply relevant techniques.
752,165,"Produces models for straightforward business scenarios with clear boundaries, selecting suitable techniques to meet assigned objectives."
753,165,Engages with subject matter experts to ensure models are accurate and meet business requirements.
754,165,"Applies established techniques to meet objectives, modelling business processes, roles and data."
755,165,Collaborates with stakeholders to address issues and ensure models provide clarity and insight.
756,165,"Tests models and makes improvements as needed, ensuring accuracy and relevance to the business context."
757,166,Develops models for complex and ambiguous business scenarios.
758,166,Selects appropriate techniques and approaches to ensure models capture the necessary business elements.
759,166,"Independently plans modelling activities, ensuring alignment with business objectives."
760,166,"Collaborates with operational stakeholders to validate and refine models based on feedback, and to gain agreement on modelling results and their implications."
761,166,Advises stakeholders interpreting and applying models for decision-making and business improvements.
762,167,Manages the development of models that support strategic business objectives.
763,167,"Works on complex and ambiguous scenarios, applying advanced techniques and methods."
764,167,Creates bespoke models for non-standard contexts and ensures their alignment with overall business strategy.
765,167,Ensures the quality of business modelling work.
766,167,Engages and collaborates with a wide range of stakeholders providing guidance on selecting and applying appropriate modelling techniques.
767,167,Influences decision-making by presenting models that highlight key business insights.
768,168,"Defines organisational standards for business modelling, ensuring models align with strategic business objectives."
769,168,"Oversees the creation and maintenance of models across multiple functions and departments, ensuring they are used effectively."
770,168,"Leads organisation-wide initiatives to improve business modelling, introducing new techniques where necessary."
771,168,Engages with senior stakeholders to gain agreement on strategic models and the decisions they inform.
772,169,"Assists in planning and preparing acceptance tests for systems, products, business processes or services."
773,169,Assists in collecting feedback from acceptance testing.
774,170,Follows agreed standards and techniques to devise test cases and scenarios based on pre-defined acceptance criteria.
775,170,"Analyses and reports on test activities, results, issues and risks."
776,171,"Develops acceptance criteria related to functional and non-functional requirements, business processes, features, user stories and business rules."
777,171,"Designs and specifies test cases and scenarios to test that systems, products and services fulfil the acceptance criteria and deliver the predicted business benefits."
778,171,"Collaborates with project colleagues and stakeholders involved in the analysis, development and operation of products, systems or services to ensure accuracy and comprehensive test coverage."
779,171,"Analyses and reports on test activities, results, issues and risks including the work of others."
780,172,Plans and manages user acceptance testing activity.
781,172,Specifies the testing environment.
782,172,"Manages the creation of test cases and scenarios, ensuring they reflect realistic operational conditions and coverage needs."
783,172,Ensures entry and exit criteria are set and met before user acceptance testing starts or ends.
784,172,Specifies required user resources.
785,172,Ensures users receive appropriate training and support.
786,172,"Ensures tests and results are documented, analysed and reported, highlighting issues and risks to stakeholders."
787,172,Provides authoritative advice on acceptance testing planning and execution.
788,173,Leads the organisation's approach to user acceptance testing.
789,173,Engages senior stakeholders to secure organisational commitment and resources for effective acceptance testing.
790,173,Integrates entry and exit criteria into user acceptance testing planning and execution.
791,173,"Provides input on required resources, including skills and availability, for user acceptance testing activities."
792,173,"Reports on any significant risks and issues, recommending actions as needed."
793,173,"Develops organisational policies, standards and guidelines for acceptance testing."
794,173,Develops acceptance testing capabilities and methods for the organisation.
795,174,Assists in gathering data and documenting current business processes under routine supervision.
796,174,Participates in process mapping exercises and helps identify areas for potential improvement.
797,174,Assists in creating process documentation.
798,174,Supports the implementation of minor process changes and improvements.
799,175,Applies standard techniques to analyse existing business processes and identifies opportunities for improvement.
800,175,Collaborates with stakeholders to ensure process changes align with business objectives.
801,175,"Proposes and implements process improvements that enhance efficiency, effectiveness and quality."
802,175,Develops and maintains process documentation.
803,175,Supports the adoption of new technologies and tools to enable process automation and optimisation.
804,176,"Analyses and designs business processes to identify alternative solutions to improve efficiency, effectiveness and exploit new technologies and automation."
805,176,Develops graphical models of business processes to facilitate understanding and decision-making.
806,176,Recommends implementation approaches for process improvement initiatives.
807,177,Manages the execution of business process improvements.
808,177,Assesses the feasibility of business process changes and recommends alternative approaches.
809,177,"Selects, tailors and implements methods and tools for improving business processes at programme, project or team level."
810,177,"Contributes to the definition of organisational policies, standards and guidelines for business process improvement."
811,178,"Plans and leads strategic, large and complex business process improvement activities aligned with automation, or exploiting existing or new technologies."
812,178,"Develops organisational policies, standards and guidelines for business process improvement."
813,178,"Leads the introduction of techniques, methodologies and tools to meet business requirements, ensuring consistency across all user groups."
814,178,Leads the development of organisational capabilities for business process improvement and ensures adoption and adherence to policies and standards.
815,179,"Directs the identification, evaluation and adoption of new or existing technologies to improve business processes."
816,179,"Aligns business strategies, enterprise transformation and technology strategies."
817,179,Embeds strategic business process improvement into the governance and leadership of the organisation.
818,179,"Directs the creation and review of a cross-functional, enterprise-wide approach and culture for embracing business process management."
819,180,"Contributes to identifying new areas of capability improvement within the organisation which may be enhancements to skills, technology or processes."
820,180,Develops and maintains a detailed knowledge of capability improvement approaches and techniques and selects appropriate approaches for the organisation.
821,180,"Conducts capability improvement assignments, such as maturity or performance assessments, to identify strengths and weaknesses."
822,180,"Selects and prioritises improvement opportunities, generates buy-in and plans improvement activities justified by measurable organisational benefits."
823,180,"Offers support, guidance, advice and suggestions to help continual improvement activities."
824,181,"Seeks out, identifies, proposes and initiates capability improvement activities within the organisation."
825,181,Leads substantial improvement programmes.
826,181,Plans and manages the evaluation or assessment of organisational capabilities.
827,181,"Selects frameworks, approaches and techniques for use."
828,181,"Takes action to exploit opportunities to deliver measurable, beneficial impacts upon operational effectiveness."
829,181,"Devises solutions and leads change initiatives, including communication, transition and implementation activities."
830,181,"Monitors international, national and sector trends to establish the needed capability."
831,182,Represents and leads organisational capability improvement at the highest level.
832,182,Determines the need for strategic organisation-level capability improvement to satisfy the organisation's strategic goals and long-term objectives.
833,182,"Liaises with the organisation's functions to establish requirements and identifies, proposes, initiates and leads significant organisational capability improvement programmes."
834,182,Manages the quality and appropriateness of the work performed and delivers measurable business benefits.
835,182,Adopts and/or modifies existing capability improvement approaches as necessary.
836,183,Gathers data regarding job roles and responsibilities from various sources.
837,183,Assists in mapping tasks and competencies using established skills-based frameworks.
838,183,Contributes to the creation of preliminary job descriptions and performance metrics.
839,183,"Works under direction to align job roles with organisational strategies, workplace practices and evolving requirements."
840,183,Provides support in the assessment of job changes and their impact on workflows and employee satisfaction.
841,183,Participates in the process of revising job documentation to reflect updated role definitions and responsibilities.
842,184,"Performs detailed job analyses, breaking down roles using data-driven insights."
843,184,"Creates or revises job descriptions with consideration of required skills, competencies and organisational culture."
844,184,"Evaluates the impact of job role changes on workflows, employee engagement and overall workplace practices."
845,184,"Provides insights into aligning job roles with emerging organisational needs, including technology integration and adaptive strategies."
846,184,"Collaborates with stakeholders to ensure job designs are effective, responsive to changing business needs and aligned with skills-based approaches."
847,185,"Leads job architecture and design initiatives, ensuring alignment with organisational strategies and evolving workplace practices."
848,185,"Develops comprehensive role definitions that encompass necessary skills, competencies and alignment with the organisation's culture and goals."
849,185,Assesses and suggests modifications to existing roles to improve effectiveness and address new challenges.
850,185,"Provides authoritative advice on the adaptation of job architecture and job design to reflect changes in organisational strategy, technology, workplace practices and skills-based approaches."
851,186,"Assists in designing team structures and workflows under guidance, following standard modelling techniques and tools."
852,186,Helps develop visual representations of organisational models to aid understanding.
853,186,"Assists in preparing and updating organisational charts, role descriptions and other documentation."
854,186,Supports evaluation of design options by gathering and analysing data.
855,186,Participates in creating design views to address stakeholder concerns and perspectives.
856,187,"Designs team structures and workflows using modelling techniques, following agreed architectures, design standards and methodologies."
857,187,Develops visual representations of organisational models and structures to facilitate understanding and decision-making.
858,187,Supports the identification and evaluation of alternative design options and trade-offs.
859,187,Creates multiple design views to address the concerns of different stakeholders and to present different perspectives.
860,187,Develops representations of team dynamics and workflows to aid stakeholder understanding and approval.
861,187,Reviews and refines designs to ensure they meet specifications.
862,188,"Leads the design and implementation of organisational structures for significant teams, departments or divisions."
863,188,Conducts impact analyses on major design options and trade-offs to inform strategic decision-making.
864,188,"Aligns existing organisational structures, roles, jobs and career paths to new processes and strategies."
865,188,Ensures that the organisational design balances organisational performance and cultural requirements.
866,188,"Reviews organisational designs and ensures that appropriate methods, tools and techniques are applied effectively."
867,188,"Contributes to development of organisational design policies, processes and standards."
868,189,Champions the value of new ways of working to address internal and external opportunities and threats.
