40,6,"Oversees the creation and maintenance of models across multiple functions and departments, ensuring they are used effectively."
40,6,"Leads organisation-wide initiatives to improve business modelling, introducing new techniques where necessary."
40,6,Engages with senior stakeholders to gain agreement on strategic models and the decisions they inform.
41,2,"Assists in planning and preparing acceptance tests for systems, products, business processes or services."
41,2,Assists in collecting feedback from acceptance testing.
41,3,Follows agreed standards and techniques to devise test cases and scenarios based on pre-defined acceptance criteria.
41,3,"Analyses and reports on test activities, results, issues and risks."
41,4,"Develops acceptance criteria related to functional and non-functional requirements, business processes, features, user stories and business rules."
41,4,"Designs and specifies test cases and scenarios to test that systems, products and services fulfil the acceptance criteria and deliver the predicted business benefits."
41,4,"Collaborates with project colleagues and stakeholders involved in the analysis, development and operation of products, systems or services to ensure accuracy and comprehensive test coverage."
41,4,"Analyses and reports on test activities, results, issues and risks including the work of others."
41,5,Plans and manages user acceptance testing activity.
41,5,Specifies the testing environment.
41,5,"Manages the creation of test cases and scenarios, ensuring they reflect realistic operational conditions and coverage needs."
41,5,Ensures entry and exit criteria are set and met before user acceptance testing starts or ends.
41,5,Specifies required user resources.
41,5,Ensures users receive appropriate training and support.
41,5,"Ensures tests and results are documented, analysed and reported, highlighting issues and risks to stakeholders."
41,5,Provides authoritative advice on acceptance testing planning and execution.
41,6,Leads the organisation's approach to user acceptance testing.
41,6,Engages senior stakeholders to secure organisational commitment and resources for effective acceptance testing.
41,6,Integrates entry and exit criteria into user acceptance testing planning and execution.
41,6,"Provides input on required resources, including skills and availability, for user acceptance testing activities."
41,6,"Reports on any significant risks and issues, recommending actions as needed."
41,6,"Develops organisational policies, standards and guidelines for acceptance testing."
41,6,Develops acceptance testing capabilities and methods for the organisation.
42,2,Assists in gathering data and documenting current business processes under routine supervision.
42,2,Participates in process mapping exercises and helps identify areas for potential improvement.
42,2,Assists in creating process documentation.
42,2,Supports the implementation of minor process changes and improvements.
42,3,Applies standard techniques to analyse existing business processes and identifies opportunities for improvement.
42,3,Collaborates with stakeholders to ensure process changes align with business objectives.
42,3,"Proposes and implements process improvements that enhance efficiency, effectiveness and quality."
42,3,Develops and maintains process documentation.
42,3,Supports the adoption of new technologies and tools to enable process automation and optimisation.
42,4,"Analyses and designs business processes to identify alternative solutions to improve efficiency, effectiveness and exploit new technologies and automation."
42,4,Develops graphical models of business processes to facilitate understanding and decision-making.
42,4,Recommends implementation approaches for process improvement initiatives.
42,5,Manages the execution of business process improvements.
42,5,Assesses the feasibility of business process changes and recommends alternative approaches.
42,5,"Selects, tailors and implements methods and tools for improving business processes at programme, project or team level."
42,5,"Contributes to the definition of organisational policies, standards and guidelines for business process improvement."
42,6,"Plans and leads strategic, large and complex business process improvement activities aligned with automation, or exploiting existing or new technologies."
42,6,"Develops organisational policies, standards and guidelines for business process improvement."
42,6,"Leads the introduction of techniques, methodologies and tools to meet business requirements, ensuring consistency across all user groups."
42,6,Leads the development of organisational capabilities for business process improvement and ensures adoption and adherence to policies and standards.
42,7,"Directs the identification, evaluation and adoption of new or existing technologies to improve business processes."
42,7,"Aligns business strategies, enterprise transformation and technology strategies."
42,7,Embeds strategic business process improvement into the governance and leadership of the organisation.
42,7,"Directs the creation and review of a cross-functional, enterprise-wide approach and culture for embracing business process management."
43,5,"Contributes to identifying new areas of capability improvement within the organisation which may be enhancements to skills, technology or processes."
43,5,Develops and maintains a detailed knowledge of capability improvement approaches and techniques and selects appropriate approaches for the organisation.
43,5,"Conducts capability improvement assignments, such as maturity or performance assessments, to identify strengths and weaknesses."
43,5,"Selects and prioritises improvement opportunities, generates buy-in and plans improvement activities justified by measurable organisational benefits."
43,5,"Offers support, guidance, advice and suggestions to help continual improvement activities."
43,6,"Seeks out, identifies, proposes and initiates capability improvement activities within the organisation."
43,6,Leads substantial improvement programmes.
43,6,Plans and manages the evaluation or assessment of organisational capabilities.
43,6,"Selects frameworks, approaches and techniques for use."
43,6,"Takes action to exploit opportunities to deliver measurable, beneficial impacts upon operational effectiveness."
43,6,"Devises solutions and leads change initiatives, including communication, transition and implementation activities."
43,6,"Monitors international, national and sector trends to establish the needed capability."
43,7,Represents and leads organisational capability improvement at the highest level.
43,7,Determines the need for strategic organisation-level capability improvement to satisfy the organisation's strategic goals and long-term objectives.
43,7,"Liaises with the organisation's functions to establish requirements and identifies, proposes, initiates and leads significant organisational capability improvement programmes."
43,7,Manages the quality and appropriateness of the work performed and delivers measurable business benefits.
43,7,Adopts and/or modifies existing capability improvement approaches as necessary.
44,3,Gathers data regarding job roles and responsibilities from various sources.
44,3,Assists in mapping tasks and competencies using established skills-based frameworks.
44,3,Contributes to the creation of preliminary job descriptions and performance metrics.
44,3,"Works under direction to align job roles with organisational strategies, workplace practices and evolving requirements."
44,3,Provides support in the assessment of job changes and their impact on workflows and employee satisfaction.
44,3,Participates in the process of revising job documentation to reflect updated role definitions and responsibilities.
44,4,"Performs detailed job analyses, breaking down roles using data-driven insights."
44,4,"Creates or revises job descriptions with consideration of required skills, competencies and organisational culture."
44,4,"Evaluates the impact of job role changes on workflows, employee engagement and overall workplace practices."
44,4,"Provides insights into aligning job roles with emerging organisational needs, including technology integration and adaptive strategies."
44,4,"Collaborates with stakeholders to ensure job designs are effective, responsive to changing business needs and aligned with skills-based approaches."
44,5,"Leads job architecture and design initiatives, ensuring alignment with organisational strategies and evolving workplace practices."
44,5,"Develops comprehensive role definitions that encompass necessary skills, competencies and alignment with the organisation's culture and goals."
44,5,Assesses and suggests modifications to existing roles to improve effectiveness and address new challenges.
44,5,"Provides authoritative advice on the adaptation of job architecture and job design to reflect changes in organisational strategy, technology, workplace practices and skills-based approaches."
45,3,"Assists in designing team structures and workflows under guidance, following standard modelling techniques and tools."
45,3,Helps develop visual representations of organisational models to aid understanding.
45,3,"Assists in preparing and updating organisational charts, role descriptions and other documentation."
45,3,Supports evaluation of design options by gathering and analysing data.
45,3,Participates in creating design views to address stakeholder concerns and perspectives.
45,4,"Designs team structures and workflows using modelling techniques, following agreed architectures, design standards and methodologies."
45,4,Develops visual representations of organisational models and structures to facilitate understanding and decision-making.
45,4,Supports the identification and evaluation of alternative design options and trade-offs.
45,4,Creates multiple design views to address the concerns of different stakeholders and to present different perspectives.
45,4,Develops representations of team dynamics and workflows to aid stakeholder understanding and approval.
45,4,Reviews and refines designs to ensure they meet specifications.
45,5,"Leads the design and implementation of organisational structures for significant teams, departments or divisions."
45,5,Conducts impact analyses on major design options and trade-offs to inform strategic decision-making.
45,5,"Aligns existing organisational structures, roles, jobs and career paths to new processes and strategies."
45,5,Ensures that the organisational design balances organisational performance and cultural requirements.
45,5,"Reviews organisational designs and ensures that appropriate methods, tools and techniques are applied effectively."
45,5,"Contributes to development of organisational design policies, processes and standards."
45,6,Champions the value of new ways of working to address internal and external opportunities and threats.
45,6,"Sets direction and leads in selecting and using organisation design techniques, methodologies and tools."
45,6,"Plans and leads organisation design activities, identifies alternatives, assesses feasibility and recommends solutions."
45,6,Identifies major changes affecting the organisation and mobilises resources to implement changes.
45,6,Initiates the definition of new organisation boundaries and creates future organisation design.
45,6,Outlines performance measurement objectives and the high-level implementation approach.
45,7,Establishes and communicates the need and rationale for organisational structure and culture change.
45,7,Secures organisational commitment and resources needed for organisational and culture change.
45,7,"Leads organisational change by removing obstacles, advocating and lobbying for change at the highest levels."
45,7,Puts in place mechanisms to reinforce and embed organisational and culture change.
45,7,Acts as a role model for desired behaviours and sets consistent standards and expectations.
46,2,Assists with organisational change management tasks under routine supervision.
46,2,Supports the collection and analysis of data related to change readiness and impact.
46,2,Helps document and communicate change management plans and activities.
46,3,"Follows standard techniques to investigate and analyse the size, nature and impact of changes to operational activities."
46,3,"Contributes to change management plans and actions, focusing on the procedural execution of change."
46,3,Supports implementation and engages with stakeholders under direction.
46,4,"Conducts readiness assessments to assess the size, nature and impact of organisational change."
46,4,Defines tactics to use considering the challenges to be addressed.
46,4,Provides guidance and makes suggestions to support individuals responsible for operational implementation of change management activities.
46,4,Gathers feedback to analyse the impact and effectiveness of the change management activities being deployed.
46,4,Takes corrective action as required.
46,4,Develops and communicates tailored change management plans.
46,4,Establishes and builds relationships with the project sponsors and key stakeholders.
46,5,"Develops the change management approach and a change management plan in collaboration with sponsors, users and project teams."
46,5,Creates and implements action plans to ensure readiness for change before going live.
46,5,Acquires change management resources and develops their capabilities to deliver the required changes.
46,5,Gathers feedback to allow timely improvements to the change management plan and approach.
46,5,Assesses risks and takes preventative action.
46,5,Develops and communicates tailored change management plans for senior stakeholder groups.
46,5,Provides guidance to support change sponsors.
46,6,Defines and communicates the approach for change management for a significant part of the organisation.
46,6,"Initiates, plans and leads strategic, large and complex change management initiatives."
46,6,"Provides guidance to change leaders, emphasising the technical and procedural aspects of change."
46,6,Establishes feedback processes and leads analyses of change management successes.
46,6,"Enables continual improvements to change management methodology, tools and training necessary to enhance the maturity across the organisation."
47,4,"Supports teams in adopting new practices, providing ongoing resources and guidance."
47,4,Facilitates a safe environment for exploring challenges related to change.
47,4,"Assists with engagement sessions to secure leadership commitment, focusing on the behavioural aspects of change."
47,4,"Addresses issues that arise during implementation, ensuring minimal disruption."
47,5,"Develops and implements cultural change plans across teams, ensuring alignment with long-term success."
47,5,Coordinates cross-functional teams to support the adoption of new behaviours.
47,5,"Communicates how changes align with business goals and long-term success, focusing on emotional and behavioural impacts."
47,5,Supports leaders and employees in exploring challenges associated with adopting new practices.
47,5,Enables employees to develop the necessary skills and behaviours for sustained change.
47,6,Champions new ways of working that align with strategic opportunities.
47,6,Influences and engages with senior executives to gain their support for change initiatives.
47,6,Guides the development of strategies and roadmaps to drive long-term behavioural change.
47,6,"Reviews progress, addresses challenges and ensures the sustainability of change initiatives."
47,6,"Provides guidance to change leaders, focusing on the human aspects of organisational change."
48,2,Assists with product management tasks under routine supervision.
48,2,Helps create and curate content to support product usage.
48,2,Assists in monitoring results and feedback from product activities.
48,2,Supports problem resolution by collecting and reporting on feedback and usage data.
48,3,Creates and curates various content to support the adoption and usage of products or services.
48,3,Monitors results and feedback from product campaigns.
48,3,Applies standard techniques and tools to carry out analysis and performance monitoring activities for specified products.
48,3,"Supports problem resolution, resolves issues and acts on feedback for products in use."
48,4,Manages one or more lower-value products or services.
48,4,Prioritises product requirements and develops product roadmaps.
48,4,Owns the product backlog.
48,4,Manages elements of the product lifecycle to meet customer/user needs and achieve financial or other targets.
48,4,"Uses insights from market and/or user research, feedback, expert opinion and usage data to understand needs and opportunities."
48,4,"Facilitates uptake of products by developing content, supporting and evaluating campaigns and monitoring product performance."
48,4,Rolls out product trials and product launches.
48,5,Manages the full product lifecycle to meet customer/user needs and achieve targets.
48,5,"Selects and adapts appropriate product development methods, tools and techniques."
48,5,"Uses insights from market and/or user research, feedback and usage data to understand needs and opportunities."
48,5,Develops product propositions and determines positioning and variants for different segments.
48,5,Prioritises requirements and develops product roadmaps.
48,5,"Coordinates customer testing, product launches and supports communications and training."
48,5,Adapts products based on changing customer/user needs and creates retirement and transition plans.
48,6,Oversees the organisation’s product and services portfolio and the delivery of customer value and/or user satisfaction.
48,6,Creates the product lifecycle management framework for internal and external customers and users.
48,6,Champions the value of product management principles and appropriate product development models.
48,6,Aligns the product management objectives with business objectives and authorises the selection and planning of all product management activities.
48,6,Initiates the creation of new products and services.
48,6,Identifies how developing new products or adapting existing products can create new opportunities.
49,4,Contributes to the planning and management of systems development work.
49,4,"Adopts and applies appropriate systems development methods, tools and techniques in line with agreed standards."
49,4,Engages with stakeholders to ensure systems development deliverables meet requirements and quality expectations.
49,4,"Manages risks and issues related to systems development activities, escalating as needed."
49,4,Contributes to the continuous improvement of systems development processes and practices.
49,5,Plans and drives systems development work to deliver the organisation's objectives and plans.
49,5,"Selects, adopts and adapts appropriate systems development methods, tools and techniques."
49,5,Ensures stakeholders are aware of required resources and that they are made available.
49,5,Facilitates availability and optimum utilisation of resources.
49,5,Monitors and reports on the progress of development projects.
49,5,"Ensures projects are carried out in accordance with agreed architectures, standards, methods and tools and addresses security and privacy requirements."
49,5,Develops roadmaps to communicate future development activity.
49,6,Sets policy and drives adherence to standards for systems development.
49,6,Leads activities to make security and privacy integral to systems development.
49,6,Identifies and manages the resources necessary for all stages of systems development projects.
49,6,"Ensures technical, financial and quality targets are met."
49,7,"Directs the definition, implementation and continual improvement of the organisation’s systems development management framework."
49,7,Aligns systems development to business strategies and objectives and with emerging technology and digital opportunities.
49,7,Maintains an overview of the contribution of systems development programmes to organisational success.
49,7,Authorises the structure of systems development functions and platforms.
49,7,Sets strategy for resource management within systems development and authorises the allocation of resources for systems development programmes.
50,3,Provides support for implementing systems and software lifecycle practices by applying established methods and procedures.
50,3,Supports automation and continuous integration processes under direction.
50,3,Monitors and reports on the effectiveness of lifecycle management activities.
50,3,Contributes to the documentation and maintenance of lifecycle tools and practices.
50,4,Elicits requirements for systems and software lifecycle working practices and automation.
50,4,"Prepares design options for the working environment of methods, procedures, techniques, tools and people."
50,4,Selects systems and software lifecycle working practices for software components and micro-services.
50,4,Deploys automation to achieve well-engineered and secure outcomes.
50,5,"Collaborates with those responsible for ongoing systems and software lifecycle management to select, adopt and adapt working practices."
50,5,Supports deployment of the working environment for systems and software lifecycle working practices.
50,5,Provides effective feedback to encourage development of the individuals and teams responsible for systems and software lifecycle working practices.
50,5,Provides guidance and makes suggestions to support continual improvement and learning approach.
50,5,Contributes to identifying new domains within the organisation where systems and software lifecycle working practices can be deployed.
50,6,Obtains organisational commitment to strategies to deliver systems and software lifecycle working practices to achieve business objectives.
50,6,"Works with others to integrate organisational policies, standards and techniques across the full software and systems lifecycle."
50,6,"Develops and deploys the working environment supporting systems and software lifecycle practices for strategic, large and complex products and services."
50,6,Leads activities to manage risks associated with systems and software lifecycle working practices.
50,6,Plans and manages the evaluation or assessment of systems and software lifecycle working practices
50,7,Represents and leads systems and software lifecycle working practices at the highest level in the organisation.
50,7,Identifies opportunities for innovation in systems and software lifecycle working practices to achieve organisational goals and objectives.
50,7,Leads the essential cultural and environmental changes and communicates the benefits to all stakeholders.
50,7,Oversees the quality of the work performed and delivers measurable business benefits.
51,2,Assists in the creation and documentation of system design elements under routine supervision.
51,2,Follows established procedures and guidelines.
51,2,Helps create and maintain documentation.
51,3,Follows standard approaches and established design patterns to create new designs for simple systems or system components.
51,3,Identifies and resolves minor design issues.
51,3,Identifies alternative design options and seeks guidance when deviating from established design patterns.
51,4,"Designs system components using appropriate modelling techniques following agreed architectures, design standards, patterns and methodology."
51,4,Identifies and evaluates alternative design options and trade-offs.
51,4,Creates multiple design views to address the concerns of the different stakeholders and to handle functional and non-functional requirements.
51,4,"Models, simulates or prototypes the behaviour of proposed system components to enable approval by stakeholders."
51,4,Produces detailed design specifications to form the basis for the construction of systems.
51,4,"Reviews, verifies and improves own designs against specifications."
51,5,Designs large or complex systems and undertakes impact analysis on major design options and trade-offs.
51,5,Ensures the system design balances functional and non-functional requirements.
51,5,"Reviews systems designs and ensures appropriate methods, tools and techniques are applied effectively."
51,5,Makes recommendations and assesses and manages associated risks.
51,5,"Adopts and adapts system design methods, tools and techniques."
51,5,"Contributes to development of system design policies, standards and selection of architecture components."
51,6,"Develops and drives adoption of and adherence to organisational policies, standards, guidelines and methods for system design."
51,6,Champions the importance and value of system design principles and the selection of appropriate systems design lifecycle models.
51,6,"Leads system design activities for strategic, large and complex systems development programmes."
51,6,"Develops effective implementation strategies consistent with specified requirements, architectures and constraints of performance and feasibility."
51,6,Develops system design requiring the introduction of new technologies or new uses for existing technologies.
52,2,Creates and documents detailed designs for simple software applications or components.
52,2,"Applies agreed modelling techniques, standards, patterns and tools."
52,2,"Contributes to the design of components of larger software systems, ensuring alignment with overall design requirements, including security."
52,2,Reviews own work.
52,3,Undertakes complete design of moderately complex software applications or components.
52,3,"Applies agreed standards, guidelines, patterns and tools."
52,3,Assists as part of a team in the design of components of larger software systems.
52,3,Specifies user and/or system interfaces.
52,3,"Creates multiple design views to address the different stakeholders' concerns and to handle functional and non-functional requirements, considering all relevant factors, including security."
52,3,Assists in the evaluation of options and trade-offs.
52,3,Collaborates in reviews of work with others as appropriate.
52,4,"Designs and architects complex software applications, components and modules."
52,4,"Uses appropriate modelling techniques in line with agreed software design standards, guidelines, patterns and methodologies."
52,4,Produces and communicates multiple design views to address stakeholder concerns and meet both functional and non-functional requirements including security.
52,4,"Identifies, evaluates and recommends design alternatives and trade-offs."
52,4,"Models, simulates or prototypes proposed software behaviours to secure stakeholder approval and facilitate effective software construction."
52,4,"Reviews, verifies and enhances own designs against specifications and leads reviews of others' designs."
52,5,"Specifies, designs and architects large or complex software applications, components and modules."
52,5,"Adopts and adapts software design methods, tools and techniques."
52,5,"Undertakes impact analysis on major design options, makes recommendations and assesses and manages associated risks."
52,5,Specifies prototypes/simulations to enable informed decision-making.
52,5,Evaluates software designs to ensure adherence to standards and identifies corrective action.
52,5,"Ensures the software design balances functional, quality, security and systems management requirements."
52,5,Contributes to the development of organisational software design and architecture policies and standards.
52,6,"Leads the selection and development of software design and architectural methods, tools and techniques."
52,6,"Defines and maintains architectural principles, patterns and frameworks to guide software design and development across the organisation."
52,6,Ensures adherence to technical strategies and systems architectures (including security).
53,2,Assists with defining configurations for networks and network components under routine supervision.
53,2,"Follows established network architectures, standards, and security protocols."
53,2,"Assists in documenting network configurations and producing detailed network specifications under guidance, incorporating relevant security aspects."
53,3,Specifies the technical configurations and components required for a small network or a network segment in a more complex infrastructure.
53,3,"Follows organisational architectures, standards, and security guidelines."
53,4,"Designs specific network components using agreed architectures, design standards, patterns and methodology."
53,4,Translates logical designs into physical designs that meet specified operational parameters for capacity and performance.
53,4,"Reviews and verifies network designs against non-functional requirements, including validation and error correction procedures, access, security and audit controls."
53,4,Contributes to the development of recovery routines and contingency procedures.
53,4,"Contributes to alternative network architectures, networking topologies and design options."
53,5,"Produces, or approves network providers', network architectures, topologies and configuration databases for own area of responsibility."
53,5,"Specifies design parameters for network connectivity, capacity, speed, interfacing, security and access, in line with business requirements."
53,5,Assesses network-related risks and specifies recovery routines and contingency procedures.
53,5,Creates multiple design views to address the different stakeholders' concerns and to handle both functional and non-functional requirements.
53,6,"Takes responsibility for major aspects of network specification, standards, technologies and overall network design models within the organisation."
53,6,"Produces network design policies, principles and criteria covering connectivity, capacity, interfacing, security, resilience, recovery and access."
53,6,"Develops and drives adoption of and adherence to organisational policies, standards, guidelines and methods for network design."
54,2,Assists in developing preliminary infrastructure design specifications under routine supervision.
54,2,Uses established standards and security protocols to contribute to infrastructure design activities.
54,2,Helps draft design documents and diagrams.
54,2,Documents design-related issues.
54,3,"Performs varied infrastructure design tasks, including complex and non-routine assignments, using standard methods."
54,3,"Develops design specifications and diagrams for infrastructure components, integrating hardware, software, network elements, and cloud services, and addressing security requirements."
54,3,Collaborates with others to align infrastructure design with organisational objectives and resolve design issues.
54,3,Suggests improvements to enhance infrastructure performance and reliability.
54,4,Leads the design of complex infrastructure systems to deliver comprehensive design solutions.
54,4,"Develops detailed architectural frameworks and ensures integration of all infrastructure components, including cloud services."
54,4,Provides guidance on recommended practices and design standards.
54,4,Reviews and validates design specifications and documentation.
54,4,"Checks that designs are scalable, reliable and secure, aligning with business and technical requirements."
54,5,Manages the design of infrastructure from analysis to execution and evaluation.
54,5,Accountable for achieving design objectives and ensuring alignment with organisational goals and the effective integration of infrastructure components and systems.
54,5,Provides authoritative guidance on design practices and methodologies.
54,5,Evaluates new technologies and their applicability to the organisation's needs.
54,5,"Develops and enforces design standards and recommended practices, ensuring consistent and high-quality design outcomes."
54,6,"Develops and drives adoption of and adherence to organisational policies, standards, guidelines and methods for infrastructure design."
54,6,Collaborates with senior stakeholders to align design projects with organisational objectives.
54,6,"Provides strategic oversight and guidance, ensuring infrastructure designs are forward-looking, scalable and secure."
54,6,Accountable for the overall success of infrastructure design initiatives.
55,2,Assists in designing simple hardware components or subsystems under guidance.
55,2,"Follows established design principles, patterns and methodologies as directed."
55,2,Participates in translating logical designs into physical implementations.
55,2,Tests hardware components or subsystems against provided specifications and documents results.
55,2,"Contributes to the documentation of hardware designs using required standards, methods and tools."
55,2,Seeks guidance and support for deviations from standard practices or when facing unfamiliar scenarios.
55,3,Follows selected standard approaches and design patterns to design simple hardware components.
55,3,Seeks guidance when deviating from established design patterns.
55,3,"Takes account of target environment, performance, security, safety, reliability and sustainability requirements."
55,3,Translates logical designs into physical designs.
55,3,Tests the performance of prototypes and production output against specification.
55,3,Submits hardware designs for approval.
55,3,"Documents all work using required standards, methods and tools."
55,4,"Designs hardware components, taking account of target environment, performance, security, safety, reliability and sustainability requirements."
55,4,Translates logical designs into physical designs and delivers technical prototypes of proposed components for approval and production.
55,4,Designs the tests to measure the performance of prototypes and production output against specification and inform iterative development.
55,5,Specifies and designs complex hardware components/systems.
55,5,"Selects appropriate design standards, methods and tools, consistent with agreed policies and ensures they are applied effectively."
55,5,Undertakes impact analysis on major design options.
55,5,Assesses and manages associated risks.
55,5,"Ensures hardware designs balance functional, quality, safety, security, systems management, reliability and sustainability requirements."
55,5,"Reviews designs created by others to ensure selection of appropriate technology, efficient use of resources and effective integration of multiple systems and technology."
55,5,Contributes to policy for selection of components.
55,6,Provides overall direction and leadership in the hardware design practice within an organisation.
55,6,Influences industry-based models for the development of new technology and  components.
55,6,"Develops effective procurement strategies, consistent with business needs."
55,6,"Develops, drives adoption and ensures adherence to organisational policies, strategies and standards for hardware design."
56,2,"Designs, codes, verifies, tests, documents, amends and refactors simple programs/scripts."
56,2,"Applies agreed standards, tools and basic security practices to achieve a well-engineered result."
56,2,Reviews own work.
56,3,"Designs, codes, verifies, tests, documents, amends and refactors moderately complex programs/scripts."
56,3,"Applies agreed standards, tools and security measures to achieve a well-engineered result."
56,3,Monitors and reports on progress.
56,3,Identifies issues related to software development activities.
56,3,Proposes practical solutions to resolve issues.
56,3,Collaborates in reviews of work with others as appropriate.
56,4,"Designs, codes, verifies, tests, documents, amends and refactors complex programs/scripts and integration software services."
56,4,"Contributes to the selection of the software development methods, tools, techniques, and security practices."
56,4,"Applies agreed standards, tools, and security measures to achieve well-engineered outcomes."
56,4,Participates in reviews of own work and leads reviews of colleagues' work.
56,5,Takes technical responsibility across all stages and iterations of software development.
56,5,Plans and drives software construction activities.
56,5,"Adopts and adapts appropriate software development methods, tools and techniques."
56,5,"Measures and monitors applications of project/team standards for software construction, including software security."
56,5,"Contributes to the development of organisational policies, standards and guidelines for software development."
56,6,"Develops organisational policies, standards and guidelines for software construction and refactoring."
56,6,"Plans and leads software construction activities for strategic, large and complex development projects."
56,6,"Adapts or develops new methods and organisational capabilities and drives adoption of, and adherence to, policies and standards."
57,2,Produces builds from system components using appropriate build automation tools and processes.
57,2,Conducts tests as defined in an integration test specification and records the details of any failures.
57,2,Analyses and reports on integration test activities and results.
57,2,Identifies and reports issues and risks.
57,3,Defines the modules and components and dependencies needed for an integration build and produces a build definition.
57,3,"Accepts completed modules and components, checking that they meet defined criteria."
57,3,Produces builds from system components for loading onto target environments.
57,3,"Configures the hardware, software and infrastructure environment as required by the system being integrated."
57,3,"Produces integration test specifications, conducts tests and records and reports on outcomes."
57,3,Diagnoses faults and documents the results of tests.
57,3,Produces system integration reports.
57,4,Provides technical expertise to enable the configuration of system components and equipment for systems testing.
57,4,Collaborates with technical teams to develop and agree system integration plans and report on progress.
57,4,Defines complex/new integration builds.
57,4,Ensures integration test environments are correctly configured.
57,4,"Designs, performs and reports results of tests of the integration build."
57,4,Identifies and documents system integration components for recording in the configuration management system.
57,4,Recommends and implements improvements to processes and tools.
57,5,Plans and drives activities to develop organisational systems integration and build capabilities including automation and continuous integration.
57,5,"Identifies, evaluates and manages the adoption of tools, techniques and processes to create a robust integration framework."
57,5,Provides authoritative advice and guidance on any aspect of systems integration.
57,5,Leads integration work in line with the agreed system and service design.
57,5,Assesses risks and takes preventative action.
57,5,Measures and monitors applications of standards.
57,5,"Contributes to the development of organisational policies, standards and guidelines for systems integration."
57,6,Leads the development of organisational systems integration and build capabilities including automation and continuous integration.
57,6,"Develops organisational policies, standards and guidelines for systems integration and build."
57,6,Provides resources to ensure systems integration and build can operate effectively and ensures adoption and adherence to policies and standards.
58,1,Executes given manual functional test scripts under supervision to verify basic software capabilities.
58,1,"Configures test environments, uses basic automated tools for functionality verification, records results and reports issues."
58,2,Assists in designing functional test cases and creating test scripts.
58,2,Supports the preparation of test data for functional testing under supervision.
58,2,Configures test environments to reflect realistic use cases.
58,2,"Executes and records manual and automated functional tests, analysing results and reporting on findings, issues and risks."
58,3,"Designs detailed functional test cases and scripts, covering various scenarios and boundary values."
58,3,"Actively participates in requirement and design reviews, refining test plans based on insights gained."
58,3,Undertakes structured exploratory testing to investigate and verify functionality.
58,3,"Prepares test data, configures environments and automates repeatable tests."
58,3,"Executes tests, logs defects with detailed information and analyses results to assess system functionality."
58,4,"Selects appropriate functional testing approaches, considering risk, criticality and complexity."
58,4,"Develops, automates and executes comprehensive test plans and cases."
58,4,"Configures environments to mirror real-world usage, collaborates with stakeholders to refine requirements and manages scalable automated testing frameworks."
58,4,"Identifies and mitigates risks during testing, provides detailed analysis and reports on functional test activities and results, including work done by others."
58,5,"Leads functional testing efforts across all development stages, ensuring alignment with functional requirements and focusing on risk-based prioritisation."
58,5,"Provides authoritative advice on testing methods, tools and frameworks."
58,5,"Monitors and improves test coverage, collaborates with teams to address challenges and ensures compliance with standards."
58,5,Leads efforts to improve the efficiency and reliability of functional testing.
58,5,"Identifies improvements and contributes to organisational policies, standards and guidelines for functional testing."
58,6,"Develops organisational policies, standards and guidelines for functional testing, ensuring they align with business strategy and incorporate a risk-based approach."
58,6,"Plans and leads complex testing initiatives, ensuring alignment with strategic objectives and incorporating a risk-based approach."
58,6,"Manages risks and opportunities, coordinates with other testing activities and drives improvements in functional testing capabilities."
58,6,"Promotes a culture of quality in functional testing, driving adherence to organisational standards and proactive risk mitigation."
59,1,"Executes given non-functional test scripts under supervision, focusing on system qualities and characteristics such as performance."
59,1,Sets up basic test environments and uses standard tools to execute prescribed tests.
59,1,Records results and reports issues.
59,2,Assists in designing non-functional test cases and creating test scripts.
59,2,Supports the preparation of test data for non-functional testing under supervision.
59,2,Configures test environments.
59,2,Executes both manual and automated non-functional testing.
59,2,Implements appropriate test tools based on given non-functional requirements or specifications.
59,2,Defines test conditions for given non-functional requirements.
59,2,"Analyses and reports on test activities, results, issues and risks."
59,3,"Designs non-functional test cases and scripts, mapping to pre-set criteria for system qualities and characteristics."
59,3,Prepares and manages test data to reflect real-world scenarios.
59,3,"Configures test environments, collaborates with stakeholders to clarify requirements and automates repeatable tests."
59,3,Participates in requirement reviews to refine comprehensive test plans.
59,3,Undertakes exploratory tests to investigate unusual behaviours.
59,3,"Executes tests, troubleshooting issues as they arise."
59,3,"Analyses and reports on test activities, providing thorough coverage of non-functional attributes."
59,4,"Selects suitable non-functional testing approaches, considering system criticality and complexity."
59,4,"Develops, automates and executes test plans for end-to-end system attributes."
59,4,"Configures and manages complex, test environments, ensuring alignment with production conditions."
59,4,Applies risk-based strategies to prioritise test efforts and collaborates across teams to ensure comprehensive automated test coverage.
59,4,"Troubleshoots issues in real-time, ensuring prompt resolution."
59,4,"Analyses and reports on test activities, results and risks, including the work of others."
59,5,"Plans and drives non-functional testing across all stages, ensuring alignment with requirements and prioritising risk-based strategies."
59,5,"Provides expert advice on non-functional  methods, tools and frameworks."
59,5,Leads the setup and maintenance of advanced test environments.
59,5,"Monitors the application of testing standards, ensuring they reflect real-world conditions."
